# id|olasi_sonuc|ilk_onlem_seviyesi|ikinci_onlem_seviyesi|ikinci_onlem
R-35-11|Hasta transferinde bel ve omuz yaralanması|engineering|administrative|Transfer cihazını hastanın ağırlığı, hareketi ve odanın erişimine göre seçin; tek kişinin güçle kaldırmasını rutin yöntem yapmayın.
R-35-12|Yanlış tıbbi gaz beslemesiyle ağır sağlık olayı ve ölüm|engineering|administrative|Bakım sonrası hat kimliğini yetkin teknik testle doğrulayın; renk etiketini tek doğrulama olarak kullanmayın.
R-36-01|Tehlikeli buharla toksik maruziyet|engineering|administrative|Çeker ocağa gereksiz malzeme yığmayın; çalışma açıklığını ve alarm koşulunu üreticiye uygun tutun.
R-36-02|Rotor kırılmasıyla parça yaralanması ve aerosol salımı|engineering|administrative|Rotorun hız, kullanım ömrü ve kimyasal uyumluluğunu takip edin; titreşimde kapağı zorla açmadan cihazı güvenli durdurun.
R-36-03|Cam kırılmasıyla kesilme ve kimyasal sıçrama|engineering|administrative|Camın basınç/vakum uygunluğunu belgesinden kontrol edin; çizik veya hasarlı parçayı basınçlı düzeneğe takmayın.
R-36-04|Tüp patlamasıyla göz ve yüz yaralanması|engineering|ppe|Çözme sırasında yüz siperi ve uygun el koruması kullanın; tüpü yüz ve diğer kişilere yöneltmeyin.
R-36-05|Ölçek büyütmede reaksiyon kaçışı ve yanık|administrative|engineering|Isı uzaklaştırma, besleme ve tahliye kapasitesini yeni hacme göre tasarlayın; laboratuvar reçetesini yalnız katsayıyla büyütmeyin.
R-36-06|Kimyasal yutma ve biyolojik enfeksiyon|elimination|administrative|Uygun mekanik pipet yardımcısını istasyonda bulundurun; ağızla pipetlemeyi hiçbir numune için kabul etmeyin.
R-36-07|Solvent tutuşması ve ağır yanık|substitution|administrative|Uçucu madde miktarını işlem gereğiyle sınırlandırın; ateşleme kaynaklarını ve buharın yakın yüzeye taşınmasını kontrol edin.
R-36-08|Cam kesisi ve kontamine materyalle enfeksiyon|engineering|administrative|Kırık camı elle ayırmayın; kimyasal veya biyolojik kirlenmeyi atık kabında tanımlayın.
R-36-09|Gaz kaçağıyla boğulma, yangın veya zehirlenme|engineering|administrative|Hat bağlantılarını kullanılan gazla eşleştirin; cihaz bakımından sonra uygun kaçak kontrolü yapın.
R-36-10|UV kaynaklı göz ve cilt hasarı|engineering|administrative|Kapak ve ışınım kesme işlevini kontrol edin; görüntü alırken koruyucuyu açık bırakacak geçici düzenek kullanmayın.
R-36-11|Bilinmeyen numuneyle toksik veya biyolojik maruziyet|administrative|engineering|Numuneyi tehlike bilgisi gelene kadar güvenli kontrollü koşulda tutun; açık hazırlama yöntemini varsayılan seçmeyin.
R-36-12|Numuneleyici koluyla sıkışma ve kesilme|engineering|administrative|Tüp veya numune değiştirme işini güvenli erişim modunda yapın; otomatik yeniden başlatmayı müdahale boyunca engelleyin.
R-37-01|Traktör devrilmesinde ezilme ve ölüm|engineering|administrative|Devrilme korumasıyla birlikte uygun emniyet kemeri kullanımını sağlayın; römork yükü ve eğime göre güzergâh seçin.
R-37-02|Mil dolanmasıyla uzuv kaybı ve ölüm|engineering|administrative|Tahrik durmadan mil çevresine yaklaşmayın; muhafazayı yağlama veya bağlantı kolaylığı için çıkarmayın.
R-37-03|Hasat makinesinde sıkışma ve uzuv kaybı|engineering|administrative|Bıçak ve volan gibi duruş sonrası hareketi dikkate alın; tıkanıklığı el yerine uygun araçla ve izolasyonla giderin.
R-37-04|Pestisit zehirlenmesi, cilt ve göz hasarı|engineering|administrative|Ürün etiketindeki kullanım ve kişisel koruma koşullarını izleyin; karışımı gıda ve içme suyu alanından ayırın.
R-37-05|Erken yeniden girişle pestisit maruziyeti|administrative|administrative|İlaçlama zamanı ve ürünün yeniden giriş koşulunu sahada görünür kılın; takvime göre genel tek süre uygulamayın.
R-37-06|Hayvan çarpmasıyla kırık ve ezilme|engineering|administrative|Çalışan için kaçış açıklığı bırakın; hayvanı dar köşeye sıkıştıracak veya arkasında kalmayı gerektirecek çalışma düzeninden kaçının.
R-37-07|Toksik gazla bilinç kaybı ve çoklu ölüm|elimination|administrative|Karıştırma sırasında çukur çevresini de gaz yayılımı bakımından ayırın; korunmasız kurtarma girişini önleyen acil plan oluşturun.
R-37-08|Ağaç altında kalma ve ölüm|administrative|engineering|Devrilme yönünü rüzgâr, eğim ve sıkışmış dallarla birlikte değerlendirin; enerji hattı yakınında işletmeciyle güvenli çalışma planlayın.
R-37-09|Testere geri tepmesiyle ağır kesilme|engineering|ppe|Kesim işine uygun baş, yüz, bacak ve ayak korumasını kullanın; zincir freni ve bakımını üretici yöntemine göre kontrol edin.
R-37-10|Islak ortamda elektrik çarpması ve ölüm|engineering|administrative|Kablo, pano ve bağlantıları su birikiminden uzak tutun; arızaya müdahaleyi yetkili elektrik personeline bırakın.
R-37-11|Isı hastalığı ve sıcak çarpması|engineering|administrative|Sıcak saatlerde ağır işi azaltın; serinleme, su ve belirtilerin erken bildirimini çalışma planına ekleyin.
R-37-12|Sokmaya bağlı ağır alerjik reaksiyon ve ölüm|ppe|administrative|Yardım çağırma ve sağlık birimine ulaşım düzenini sahaya göre planlayın; kişisel tedavi bilgisini genel çalışan listesinde paylaşmayın.
R-38-01|Kaya düşmesiyle ezilme ve ölüm|engineering|administrative|Tahkimat ve tavan gözlemini ilerleme döngüsüne bağlayın; destek değişikliği sonrası yetkin inceleme tamamlanmadan alana dönmeyin.
R-38-02|Metan patlaması ve çoklu ölüm|engineering|administrative|Metan izleme ve havalandırma arızasını güvenli durdurma/geri çekilme düzenine bağlayın; yeniden çalışmayı yetkili atmosfer değerlendirmesine göre planlayın.
R-38-03|Yayılan kömür tozu patlaması ve çoklu ölüm|engineering|administrative|Toz kontrol ve yayılım önleme sistemlerini işletmeye özgü uzman tasarımında izleyin; bakım değişikliklerini güvenlik dokümanına yansıtın.
R-38-04|Zararlı atmosferle zehirlenme ve boğulma|engineering|administrative|Havalandırma kaybı senaryosunu vardiya tahliye tatbikatına dahil edin; yeniden girişi yetkili ölçüm ve izin sürecine bağlayın.
R-38-05|Şev göçmesiyle ezilme ve ölüm|engineering|administrative|Yağış ve patlatma sonrası şev davranışını izleyin; tehlikeli alana yaklaşma sınırını jeoteknik değerlendirmeyle güncelleyin.
R-38-06|Ağır araç çarpışması ve ölüm|engineering|administrative|Yükleme, boşaltma ve dönüş noktalarında görüş ve hız planını uygulayın; hafif araçları ağır nakliye akışından ayırın.
R-38-07|Sıkışmış taşın fırlamasıyla ölüm|elimination|administrative|Taşta depolanmış kuvveti değerlendirin; kırıcıya girerek veya basınçla plansız çözme yapmayın.
R-38-08|Ağır elek parçasıyla ezilme ve düşme|engineering|administrative|Elek paneli sökümünde kaldırma noktası ve parça ağırlığını doğrulayın; titreşim motorunu ve yerçekimi enerjisini birlikte kontrol edin.
R-38-09|Patlatma etkisiyle ağır yaralanma ve ölüm|administrative|administrative|Yetkili uzmanın saha boşaltma ve geri giriş teyidini bekleyin; bu katalog maddesini teknik patlatma planı yerine kullanmayın.
R-38-10|Patlamamış malzemeyle temasta ölüm|elimination|administrative|Şüpheli malzemeye dokunmadan çevreyi ayırın; yalnız yetkili patlatma uzmanının prosedürüyle ilerleyin.
R-38-11|Ani su/çamur baskınında boğulma ve ölüm|engineering|administrative|Su birikimi ve komşu çalışma bilgilerini işletme planıyla eşleştirin; erken uyarı halinde kaçış için gecikmesiz duruş düzeni kurun.
R-38-12|Dizel partikülüne bağlı solunum hastalığı ve kanser riski|engineering|administrative|Araç emisyon bakımını ve havalandırma debisini gerçek yükle izleyin; işgal edilen kapalı noktalarda gereksiz rölantiyi önleyin.
R-39-01|DC arkıyla ağır yanık ve elektrik çarpması|engineering|administrative|Işık alan panelin gerilim üretebildiğini iş planına dahil edin; uygun DC ayırma olmadan bağlantıyı yük altında açmayın.
R-39-02|Çatı çökmesi, düşme ve ölüm|engineering|administrative|Panel, personel ve taşınan malzeme yükünü birlikte değerlendirin; kırılgan yüzeye basmayı güvenli platformla önleyin.
R-39-03|Türbin yangınında duman maruziyeti ve yüksekte mahsur kalma|engineering|administrative|Kurtarma ekipmanını türbin erişim ve yüksekliğine göre seçin; uzak saha haberleşme ve dış yardım ulaşımını önceden planlayın.
R-39-04|Kanat hareketiyle çarpma ve yüksekte düşme|engineering|administrative|Rüzgâr sınırlarını üretici iş talimatından alın; mekanik sabitleme teyit edilmeden kanat bakımına başlamayın.
R-39-05|Akıntıya kapılma ve boğulma|engineering|administrative|Su alma yapısında yaklaşma ve kurtarma sınırını belirleyin; akış izolasyonu olmadan kurtarma için suya personel göndermeyin.
R-39-06|Su basması, ezilme ve ölüm|engineering|administrative|Kapak ve vana izolasyonunu yetkili teknik planla doğrulayın; mekanik sabitlemeyi yalnız kumanda sinyaliyle yeterli kabul etmeyin.
R-39-07|Yakıt yangını ve ağır yanık|engineering|administrative|Geri yayılım ve besleme kesme işlevlerini proses tasarımına göre kontrol edin; güvenlik kilitlerini üretim için devre dışı bırakmayın.
R-39-08|Trafo yangını ve duman/ısı maruziyeti|engineering|administrative|Yağ tutma alanını drenaj ve yanıcı yükten ayrı değerlendirin; elektriksel izolasyon olmadan yangın bölgesine yaklaşmayın.
R-39-09|Adım/temas gerilimiyle ölüm|engineering|administrative|Arıza alanına yaklaşmayı sınırlandırın; topraklama kontrolünü yetkin elektrik kişisine ve uygun ölçüm yöntemine bağlayın.
R-39-10|H₂S zehirlenmesi ve ölüm|engineering|administrative|Kokuya güvenmeyin; gaz alarmında güvenli kaçış yönünü ve dış yardım çağrısını jeotermal saha planına ekleyin.
R-39-11|Biyogaz yangını, patlama ve boğulma|engineering|administrative|Gaz bileşimi ve kapalı hacim risklerini birlikte değerlendirin; bakımda gaz hatlarını ve patlama koruma sistemini izole edin.
R-39-12|Batarya termal yayılımı, toksik duman ve yangın|engineering|administrative|Hasarlı modülü genel atık veya olağan depolama alanına almayın; yeniden tutuşma ve uzun süreli izlemeyi acil plana dahil edin.
R-40-01|Kesici yaralanması ve kontamine atıkla enfeksiyon|engineering|ppe|Atık niteliğine uygun el ve vücut koruması seçin; sıkışmış veya görünmeyen cismi çıplak elle aramayın.
R-40-02|Kompaktörde ezilme ve ölüm|engineering|administrative|Sıkışıklık giderme işini kişisel izolasyona bağlayın; besleme ağzına erişimi operatörün görüşüne güvenerek açık bırakmayın.
R-40-03|Batarya yangını ve toksik duman maruziyeti|engineering|administrative|Hasarlı bataryayı işaretlenmiş uygun karantina düzenine alın; parçalama ve presleme öncesi kabul kontrolünü güçlendirin.
R-40-04|Atık reaksiyonu, toksik gaz ve kimyasal yanık|administrative|engineering|İçeriği belirsiz atığı uyumsuz gruplara karıştırmayın; ayrı kabul ve güvenli bekletme alanı sağlayın.
R-40-05|Savrulan tel nedeniyle göz ve yüz yaralanması|engineering|ppe|Bağ çözme düzleminden uzakta durun; göz-yüz korumasını ve uygun kesme aletini iş noktasında bulundurun.
R-40-06|Havuza düşme ve boğulma|engineering|administrative|Kaygan kenar erişimini sınırlandırın; girişsiz kurtarma ekipmanını erişilebilir noktaya koyup kullanımını öğretin.
R-40-07|H₂S maruziyetiyle bilinç kaybı ve ölüm|administrative|engineering|Gaz birikebilen çukur ve bağlantıları kapalı alan envanterine alın; girişi gereksiz kılan uzaktan ölçüm ve bakım yöntemini seçin.
R-40-08|Koagülant sıçramasıyla göz ve cilt yanığı|engineering|administrative|Bağlantı sökmeden dozaj hattını basınçsız ve güvenli duruma alın; ürünle uyumlu döküntü müdahale malzemesi kullanın.
R-40-09|Kurutucu yangını, patlama ve yanık|engineering|administrative|Çamurun değişen bileşim ve kuruluk verisini proses sınırlarıyla eşleştirin; sıcaklık sapmasında otomatik tekrar başlatmayın.
R-40-10|Atık şevi kaymasıyla ezilme ve ölüm|engineering|administrative|Yağış ve dolgu değişimlerinde yaklaşma sınırlarını güncelleyin; makine operatörünü tek başına stabilite kararı vermeye zorlamayın.
R-40-11|Fırlayan metal/camla göz ve gövde yaralanması|engineering|administrative|Kabulde basınçlı kap ve uygun olmayan iri parçaları ayırın; koruyucu kapak açıkken parçalama yapmayın.
R-40-12|Yüksek basınçlı jetle kesilme ve doku hasarı|engineering|administrative|Hortum nozülünün kanal içinde güvenli konumunu kontrol edin; basınç varken hattı elle tutarak çıkarmayın.
R-41-01|Kesici yaralanması ve biyolojik maruziyet|engineering|administrative|Atık torbasını elle bastırmayın; yatak ve yüzey altında görünmeyen kesiciyi kontrolsüz elle aramak yerine uygun araç kullanın.
R-41-02|Çarpma, kas zorlanması ve ayak yaralanması|engineering|administrative|Rampada fren ve yük dengesini kontrol edin; görüşü kapatacak yüksek yüklemeyi önleyin.
R-41-03|Yüksekten düşme ve ölüm|elimination|administrative|Pencere pervazına çıkmayı rutin temizlik yöntemi yapmayın; dış cephe işi için erişim ve kurtarmayı birlikte planlayın.
R-41-04|El kesisi ve tendon yaralanması|engineering|administrative|Bıçağı güvenli sap ve keskinlikte tutun; kesim sırasında kayabilen gıdayı uygun tutucuyla sabitleyin.
R-41-05|Kesilme ve parmak kaybı|engineering|administrative|Bıçağın durduğunu kontrol edin; korumayı sökme ve takma işlemini üretici temizlik talimatına bağlayın.
R-41-06|Kaynar sıvıyla geniş yüzeyli yanık|engineering|administrative|Kabın doluluk ve ağırlığını taşıma yöntemine göre sınırlandırın; sıcak sıvıyla merdiven çıkmayı azaltın.
R-41-07|Gaz yangını, patlama ve ölüm|engineering|administrative|Vana noktalarını erişilebilir ve tanımlı tutun; gaz şüphesinde elektrik anahtarlarıyla işlem yapmadan güvenli tahliyeyi öğretin.
R-41-08|Klorlu gaz maruziyeti ve solunum hasarı|engineering|administrative|Asit ve dezenfektan hatlarını karıştırmayı önleyen bağlantı düzeni kurun; aynı aktarım aracını uyumsuz ürünler arasında kullanmayın.
R-41-09|Sıcak presle sıkışma ve yanık|engineering|administrative|Besleme ve sıkışma giderme işlemlerini güvenli moda bağlayın; koruyucu ve durdurma donanımını işlev kontrolünde tutun.
R-41-10|Dermatit ve solunum duyarlanması|substitution|ppe|Ürünle uyumlu eldiven seçip değiştirin; ürün karışım ve havalandırma koşullarını üretici talimatına göre uygulayın.
R-41-11|Solvent maruziyetine bağlı toksik etkiler|engineering|administrative|Makine açma ve filtre bakımını güvenli çevrim sonuna bağlayın; atık solventi açık kapta bekletmeyin.
R-41-12|Kayma, burkulma ve kırık|engineering|administrative|Islak alanı mümkün olduğunca yaya geçişinden ayırın; temizlik bitiminde kuru ve güvenli geçiş kontrolü yapın.
R-42-01|Kimyasal yanık, göz hasarı ve zehirlenme|engineering|administrative|Deney maddesi ve miktarını yaş grubuna uygun seçin; gözetim, göz yıkama ve döküntü planını deneyden önce hazırlayın.
R-42-02|Makine temasıyla ağır yaralanma|engineering|administrative|Eğitim amaçlı kullanımı koruma kaldırma gerekçesi yapmayın; yetkili eğitmen gözetimi ve güvenli kullanım sınırı belirleyin.
R-42-03|Kitaplık devrilmesiyle ezilme ve baş yaralanması|engineering|administrative|Ağır malzemeleri alt raflara alın; ankrajı raf ve yapı elemanına uygun yetkin uygulamayla yapın.
R-42-04|Düşme, kesilme ve sıkışma|engineering|administrative|Hasarlı ekipmanın kullanılmasını fiziksel olarak engelleyin; onarım sonrası güvenli olduğuna dair kontrolü tamamlamadan yeniden açmayın.
R-42-05|Kalabalıkta düşme ve ezilme|engineering|administrative|Giriş-çıkış zamanlarını yoğunluğu azaltacak şekilde düzenleyin; kapı ve geçişleri depolama veya kilitli kontrol noktası yapmayın.
R-42-06|Söndürücü gaz maruziyeti ve boğulma|engineering|administrative|Sistem türüne göre ön alarm, boşalma ve yeniden giriş koşullarını belirleyin; her gazlı sistemi aynı tahliye davranışıyla ele almayın.
R-42-07|Sandalyeden düşme ve kırık|elimination|administrative|Sık kullanılan malzemeyi erişim yüksekliğine indirin; uygun basamak ekipmanını erişilebilir yerde bulundurun.
R-42-08|Yüzeysel kesik ve delici yaralanma|engineering|administrative|Zımba sökücü ve güvenli evrak kesici kullanın; keskin atıkları normal kâğıt yığını içinde bırakmayın.
R-42-09|Arşiv yangını, duman ve kaçışta gecikme|engineering|administrative|Raf yerleşimini kaçış ve yangın ekipmanına erişimi koruyacak biçimde düzenleyin; arşiv içinde uygunsuz elektrikli ısıtıcı kullanmayın.
R-42-10|Bakım alanında öğrenciye çarpma veya cisim düşmesi|engineering|administrative|Bakımı ders ve geçiş yoğunluğundan ayrı planlayın; bakım sonunda alanı kontrol ederek tekrar kullanıma açın.
R-42-11|Fiziksel saldırı ve psikolojik travma|engineering|administrative|Çalışanın güvenli geri çekilme yolunu açık tutun; alarm ve destek çağrısını erişilebilir noktada test edin.
R-42-12|Elektrik kaynaklı yangın ve çarpılma|engineering|administrative|Çoklu prizleri birbirine zincirlemeyin; evdeki elektrik uygunluğu değerlendirilmeden uzaktan çalışma kaydına güvenli etiketi koymayın.
R-43-01|Kalıp çökmesiyle ezilme ve çoklu ölüm|engineering|administrative|Beton döküm hızı, sıra ve yükleri projeyle eşleştirin; döküm öncesi kalıp-iskele kontrolünü kayıt altına alın.
R-43-02|Savrulan hortumla ağır darbe yaralanması|engineering|administrative|Tıkanıklık açma işinde personeli hortum etki alanından çıkarın; basınç boşaltılmadan bağlantı çözmeyin.
R-43-03|Donatı kafesi devrilmesiyle ezilme|engineering|administrative|Bağlantı ve destekler tamamlanmadan kaldırma aparatını ayırmayın; geçici rüzgâr ve darbe etkilerini hesaba katın.
R-43-04|Panel devrilmesiyle ağır ezilme ve ölüm|engineering|administrative|Geçici destekleri proje onayı olmadan sökmeyin; kalıcı bağlantının tamamlandığını kayıtla doğrulayın.
R-43-05|Montaj kararsızlığıyla çökme ve ölüm|engineering|administrative|Cıvata ve bağlantı tamamlama sırasını montaj ekibine bildirin; vinç desteğini bırakmadan stabilite koşulunu kontrol edin.
R-43-06|Çimento kaynaklı kimyasal cilt yanığı|engineering|ppe|Su geçirmez işe uygun el/ayak koruması sağlayın; çizme veya giysi içine giren ıslak betonu gecikmeden güvenli şekilde uzaklaştırın.
R-43-07|Duvar devrilmesiyle ezilme ve ölüm|engineering|administrative|Hava koşulu ve duvar dayanım gelişimine göre dışlama alanını koruyun; yeni duvara malzeme dayamayın.
R-43-08|Demir bükme/kesmede el ezilmesi ve uzuv kaybı|engineering|administrative|Uzun donatının savrulma alanını boş tutun; kalıp ve ayar değişiminde makineyi izole edin.
R-43-09|Geri sıçrayan betonla göz ve cilt hasarı|engineering|ppe|Yüz ve göz korumasını uygulama yönüne uygun seçin; hortum ve nozül kontrolünü eğitimli ekibe verin.
R-43-10|Sıcak asfalt yanığı ve araç ezilmesi|engineering|administrative|Geri manevra ve malzeme aktarımını tek işaretçiyle koordine edin; sıcak yüzeye yaya yaklaşımını kapatın.
R-43-11|Bitüm yanığı, yangın ve solunum maruziyeti|engineering|administrative|Isıtma sıcaklığını ürün ve ekipman talimatına göre kontrol edin; sıcak bitüme su karışmasını önleyin.
R-43-12|Cephe paneli düşmesiyle ölüm|engineering|administrative|Panelin bağlama ve geçici tutma noktalarını önceden belirleyin; kaldırma sırasında alt alanı diğer işlerden ayırın.
R-44-01|Kalıp kapanmasıyla ağır ezilme ve uzuv kaybı|engineering|administrative|Kalıp ayarını yetkili kişi ve güvenli modla yürütün; kapak kilidini üretim kolaylığı için atlamayın.
R-44-02|Sıcak polimer sıçramasıyla göz ve cilt yanığı|engineering|ppe|Yüz ve ısıya uygun koruyucuyu purj işlemine göre seçin; dışlama alanını parça fırlama yönüne göre kurun.
R-44-03|Basınçlı sıcak polimerle ağır yanık|engineering|administrative|Tıkanıklık açma sırasını üreticiye göre uygulayın; bağlantıyı gevşeterek basıncı çalışan üzerine tahliye etmeyin.
R-44-04|Kırıcıya kapılma ve uzuv kaybı|engineering|administrative|Kısa parçayı besleme ağzına elle itmeyin; sıkışıklıkta tahrik ve artık hareketi izole edin.
R-44-05|Vals aralığında ezilme ve uzuv kaybı|engineering|administrative|Acil durdurmanın erişimini gerçek çalışma konumunda test edin; merdaneyi elle temizlemeyi güvenli moda ve izolasyona bağlayın.
R-44-06|Pres sıkışması ve sıcak yüzey yanığı|engineering|administrative|Parça çıkarma aracı kullanın; pres hareketi, ısı ve basınç enerjisini bakımda birlikte değerlendirin.
R-44-07|İzosiyanat kaynaklı mesleki astım ve duyarlanma|engineering|administrative|Karışım, dolum ve temizlik maruziyetini ayrı ele alın; uygun koruyucu ve sağlık gözetimini işyeri hekimiyle planlayın.
R-44-08|Stiren inhalasyonuna bağlı sağlık etkileri|substitution|engineering|Kapalı kalıp gibi düşük emisyonlu teknikleri değerlendirin; emişi çalışanın solunum bölgesinden önce buharı yakalayacak konumda kurun.
R-44-09|Lifli tozla göz, cilt ve solunum etkilenmesi|engineering|administrative|Kesim ve zımpara temizliğini uygun vakumla yapın; lifli tozu giysiden hava tabancasıyla uçurmayın.
R-44-10|Reçine reaksiyonuyla yanık ve yangın|administrative|engineering|Karışım kabı ve ısı uzaklaştırmayı ürün miktarına uygun seçin; kap içinde sıcaklık artışında üretici acil durum talimatını uygulayın.
R-44-11|Basınçlı kalıpta ezilme ve sıcak malzeme yaralanması|engineering|administrative|Kapak kilidiyle basınç tahliyesi işlevini birlikte kontrol edin; basınç kalmışken kalıp bölgesine erişmeyin.
R-44-12|Ruloya dolanma ve uzuv kaybı|engineering|administrative|Film başlatma ve kopuk giderme işlemini uygun aparatla yapın; döner ruloya elle sarım başlatmayın.
R-45-01|Bobin yuvarlanmasıyla ezilme ve ölüm|engineering|administrative|Bobini gelişigüzel takoz veya dik konumda bırakmayın; taşıyıcının kavrama uygunluğunu bobin çapı ve ağırlığına göre kontrol edin.
R-45-02|Merdaneye kapılma ve el-kol yaralanması|engineering|administrative|Temizlik beziyle dönen nip bölgesine yaklaşmayın; makineye özgü temizleme modunu ve durdurmayı uygulayın.
R-45-03|Solvent buharıyla zehirlenme ve yangın|substitution|administrative|Kullanılmış solventli bezleri uygun kapalı atık kabında toplayın; açık kap ve tutuşturucu kaynakları baskı alanından uzaklaştırın.
R-45-04|UV göz/cilt hasarı ve ozon inhalasyonu|engineering|administrative|Kabin ve emiş bakımını birlikte kontrol edin; ışınım kaynağı açıkken koruyucu kapakları sökmeyin.
R-45-05|Giyotin bıçağıyla el ve parmak kaybı|engineering|administrative|Ön ve arka erişimi birlikte koruyun; kâğıt düzeltme için kesim hattına el sokmayı önleyen tutucu kullanın.
R-45-06|Kalıp presinde ezilme ve uzuv kaybı|engineering|administrative|Kalıp ayarı ve sıkışan ürün alma işlemini güvenli duruşla yapın; algılama alanını malzeme akışı gerekçesiyle iptal etmeyin.
R-45-07|Buhar kaçağıyla ağır yanık|engineering|administrative|Hat bakımını basınçsız ve soğumuş koşulda yürütün; kaçak noktaya yaklaşmayı fiziksel ayırmayla engelleyin.
R-45-08|Laminasyon merdanesinde dolanma ve ezilme|engineering|administrative|Başlatma filmini uygun besleme aracıyla verin; nip korumasının ürün boyutu değişiminde de işlevsel olduğunu kontrol edin.
R-45-09|Sıcak tutkal sıçramasıyla yanık|engineering|ppe|Sıcak tutkal bakımında uygun yüz ve el koruması kullanın; hat basıncı ve sıcaklığı güvenli seviyeye gelmeden bağlantı açmayın.
R-45-10|Kâğıt tozu yangını ve duman maruziyeti|engineering|administrative|Elektrik motoru ve sıcak yüzey yakınındaki tozları temizlik planına alın; tozu çevreye savurmadan toplayın.
R-45-11|Gergin çember darbesiyle yüz ve göz yaralanması|engineering|administrative|Çemberin serbest kalma hattında durmayın; kesmeden önce yükün kendi başına stabil olduğunu kontrol edin.
R-45-12|Döner tablaya sıkışma ve ayak yaralanması|engineering|administrative|Sarma çevrimi sırasında yükü elle düzeltmeyin; erişim sonrası yeniden başlatmada kişi kontrolü yapın.
R-46-01|Hücre hasarıyla yangın, yanık ve toksik duman|engineering|administrative|Düşen veya ezilen hücreleri olağan stoktan ayırın; hasarlı ürünün değerlendirme ve geri kabul koşulunu teknik sorumlu belirlesin.
R-46-02|Batarya yangınında toksik duman maruziyeti, yanık ve patlama yaralanması|engineering|administrative|Şarj cihazı ve batarya uyumluluğunu doğrulayın; anormal ısınma ve şişmeyi durdurma ölçütüne bağlayın.
R-46-03|Kısa devreyle yanık ve yangın|engineering|administrative|Taşıma ve depolamada uçları metal alet veya takıyla köprülemeyin; iş için uygun yalıtılmış takım kullanın.
R-46-04|Gecikmeli batarya yangını ve toksik maruziyet|engineering|administrative|Karantina yerini kaçış yolundan ve yanıcı stoktan ayırın; izleme ve bertarafı batarya kimyası ve üretici bilgisine göre planlayın.
R-46-05|Elektrolitle kimyasal yanık ve toksik maruziyet|engineering|administrative|Dolum ve atık sistemi malzemelerini elektrolite uygun seçin; döküntüde genel nötralizasyon reçetesi uygulamayın.
R-46-06|Yanıcı ortamın tutuşmasıyla yanık, patlama yaralanması ve ölüm|engineering|administrative|ESD önlemlerini yalnız ürün koruması değil proses ateşleme tehlikesiyle birlikte değerlendirin; kullanılan malzemelerin uygunluğunu kontrol edin.
R-46-07|Yüksek gerilimle çarpılma, ark yanığı ve ölüm|engineering|administrative|Araca özgü yüksek gerilim devre dışı bırakma prosedürünü yetkin personele uygulatın; bekleme süresi ve ölçüm şartını üreticiden alın.
R-46-08|Batarya hasarıyla yangın ve araç düşmesi|engineering|administrative|Kaldırma noktalarını araç modeline göre kontrol edin; batarya muhafazasını destek noktası olarak varsaymayın.
R-46-09|Lehim ve bozunma dumanıyla solunum maruziyeti|engineering|administrative|Emişi söküm noktasına yaklaştırın; sıcaklık artışıyla yanabilecek kaplama ve bileşenleri işlem öncesi belirleyin.
R-46-10|Lazer demetiyle kalıcı göz hasarı|engineering|administrative|Kabin kilidini ve ışın kaçak noktalarını bakım sonrası kontrol edin; işaretleme parametresini değiştirmeden güvenlik sınırını değerlendirin.
R-46-11|Batarya paketinin düşmesiyle ezilme ve kimyasal salım|engineering|administrative|Paket ağırlığı ve ağırlık merkezini kaldırma planında belirtin; sabitleme tamamlanmadan altına veya devrilme alanına girmeyin.
R-46-12|Toksik batarya dumanıyla solunum hasarı ve ölüm|administrative|administrative|Görünür alev olmasa da gaz çıkışı ve yeniden tutuşmayı dikkate alın; yeniden girişi yetkili acil müdahale kararına bağlayın.
R-47-01|Suya düşme, hipotermi ve boğulma|engineering|ppe|İşe uygun yüzdürme donanımı gereksinimini değerlendirin; kıyıdan kurtarma ekipmanını görünür ve erişilebilir tutun.
R-47-02|Kopan halat darbesiyle ağır yaralanma ve ölüm|engineering|administrative|Halat geri savrulma alanını bağlama düzenine göre belirleyin; halat üzerinde veya kıvrım içinde personel bulundurmayın.
R-47-03|Geçiş köprüsünden düşme ve boğulma|engineering|administrative|Gelgit, yükleme ve gemi hareketiyle köprü açısını takip edin; güvenli sınır dışında geçişi durdurun.
R-47-04|Ambar atmosferinde zehirlenme ve boğulma|administrative|engineering|Kargo kaynaklı gazları ve oksijen tüketimini değerlendirin; kapağın açık olmasını güvenli atmosfer kanıtı saymayın.
R-47-05|Tank patlaması, ağır yanık ve ölüm|administrative|administrative|Gazdan arındırma belgesini iş süresince değişebilen koşullarla yeniden değerlendirin; komşu tank ve hatları plana dahil edin.
R-47-06|Kilitte sıkışma, yüksekten düşme ve ezilme|engineering|administrative|Konteynerin hareket etmesini önleyin; kilit erişimini uygunsuz tırmanma yerine güvenli çalışma düzeneğiyle sağlayın.
R-47-07|Gemi destek kaybıyla ezilme ve yapı hasarı|engineering|administrative|Desteklerde değişikliği yalnız yetkin plan revizyonuyla yapın; personel ve ekipman hareketini havuzlama sınırlarına göre yönetin.
R-47-08|Kaplama/toz maruziyeti ve solunum hasarı|engineering|administrative|Eski kaplamanın bileşimini değerlendirin; tozun komşu işlere yayılmasını kapalı alan ayrımı ve uygun atık yönetimiyle önleyin.
